dcc/dcc75,May 2015,Number 2,One-point Klein codes and their serial-in-serial-out systematic encoding.,Chih-Yen Yang;Chung-Chin Lu;,https://doi.org/10.1007/s10623-013-9898-0
dcc/dcc75,May 2015,Number 2,On affine sub-families of the NFSR in Grain.,Zhen Ma;Wen-Feng Qi;Tian Tian;,https://doi.org/10.1007/s10623-013-9901-9
dcc/dcc75,May 2015,Number 2,A new family of relative hemisystems on the Hermitian surface.,Antonio Cossidente;,https://doi.org/10.1007/s10623-013-9906-4
dcc/dcc75,May 2015,Number 2,4-Cycle decompositions of (λ+m)Kv+u \ λKv.,N. A. Newman;,https://doi.org/10.1007/s10623-013-9904-6
dcc/dcc75,May 2015,Number 2,A construction of a partial difference set in the extraspecial groups of order p3 with exponent p2.,Eric Swartz;,https://doi.org/10.1007/s10623-013-9903-7
dcc/dcc75,May 2015,Number 2,On extremal self-dual codes of length 120.,Javier de la Cruz;,https://doi.org/10.1007/s10623-013-9902-8
dcc/dcc75,May 2015,Number 2,A method for constructing self-dual codes over ℤ2m.,Sunghyu Han;,https://doi.org/10.1007/s10623-013-9907-3
dcc/dcc75,May 2015,Number 2,The weight distribution of a family of p-ary cyclic codes.,Dabin Zheng;Xiaoqiang Wang;Xiangyong Zeng;Lei Hu;,https://doi.org/10.1007/s10623-013-9908-2
dcc/dcc75,May 2015,Number 2,On the construction of Griesmer codes of dimension 5.,Yuuki Kageyama;Tatsuya Maruta;,https://doi.org/10.1007/s10623-013-9914-4
dcc/dcc75,May 2015,Number 2,"Functions which are PN on infinitely many extensions of 𝔽p, p odd.",Elodie Leducq;,https://doi.org/10.1007/s10623-013-9912-6
dcc/dcc75,May 2015,Number 2,Enumeration of linear transformation shift registers.,Samrith Ram;,https://doi.org/10.1007/s10623-013-9913-5
dcc/dcc75,May 2015,Number 2,Generalized residue and t-residue codes and their idempotent generators.,A. J. van Zanten;A. Bojilov;Stefan M. Dodunekov;,https://doi.org/10.1007/s10623-013-9905-5
dcc/dcc75,May 2015,Number 2,Point compression for the trace zero subgroup over a small degree extension field.,Elisa Gorla;Maike Massierer;,https://doi.org/10.1007/s10623-014-9921-0
dcc/dcc75,June 2015,Number 3,Construction of minimal non-abelian left group codes.,Gabriela Olteanu;Inneke Van Gelder;,https://doi.org/10.1007/s10623-014-9922-z
dcc/dcc75,June 2015,Number 3,New results on nonexistence of generalized bent functions.,Yupeng Jiang;Yingpu Deng;,https://doi.org/10.1007/s10623-014-9923-y
dcc/dcc75,June 2015,Number 3,Hanani triple packings and optimal q-ary codes of constant weight three.,Yeow Meng Chee;Gennian Ge;Hui Zhang;Xiande Zhang;,https://doi.org/10.1007/s10623-014-9919-7
dcc/dcc75,June 2015,Number 3,Self-embeddings of Hamming Steiner triple systems of small order and APN permutations.,Josep Rifà;Faina I. Solov'eva;Mercè Villanueva;,https://doi.org/10.1007/s10623-013-9909-1
dcc/dcc75,June 2015,Number 3,Triple arrays and Youden squares.,Tomas Nilson;Lars-Daniel Öhman;,https://doi.org/10.1007/s10623-014-9926-8
dcc/dcc75,June 2015,Number 3,On small line sets with few odd-points.,Peter Vandendriessche;,https://doi.org/10.1007/s10623-014-9920-1
dcc/dcc75,June 2015,Number 3,"The largest Erdős-Ko-Rado sets in 2-(v, k, 1) designs.",Maarten De Boeck;,https://doi.org/10.1007/s10623-014-9929-5
dcc/dcc75,June 2015,Number 3,New cube root algorithm based on the third order linear recurrence relations in finite fields.,Gook Hwa Cho;Namhun Koo;Eunhye Ha;Soonhak Kwon;,https://doi.org/10.1007/s10623-013-9910-8
dcc/dcc75,June 2015,Number 3,Permutation codes invariant under isometries.,Ingo Janiszczak;Wolfgang Lempken;Patric R. J. Östergård;Reiner Staszewski;,https://doi.org/10.1007/s10623-014-9930-z
dcc/dcc75,June 2015,Number 3,Difference matrices related to Sophie Germain primes p using functions on the fields F2p+1.,Yutaka Hiramine;Chihiro Suetake;,https://doi.org/10.1007/s10623-014-9933-9
dcc/dcc75,June 2015,Number 3,False positive probabilities in q-ary Tardos codes: comparison of attacks.,Antonino Simone;Boris Skoric;,https://doi.org/10.1007/s10623-014-9937-5
dcc/dcc75,June 2015,Number 3,Fourier-reflexive partitions and MacWilliams identities for additive codes.,Heide Gluesing-Luerssen;,https://doi.org/10.1007/s10623-014-9940-x
dcc/dcc75,June 2015,Number 3,Worst-case to average-case reductions for module lattices.,Adeline Langlois;Damien Stehlé;,https://doi.org/10.1007/s10623-014-9938-4
