infocom/infocom2012,2012,None,A generic framework for throughput-optimal control in MR-MC wireless networks.,Hongkun Li;Yu Cheng;Xiaohua Tian;Xinbing Wang;,https://doi.org/10.1109/INFCOM.2012.6195512
infocom/infocom2012,2012,None,CSI-SF: Estimating wireless channel state using CSI sampling & fusion.,Riccardo Crepaldi;Jeongkeun Lee;Raúl H. Etkin;Sung-Ju Lee;Robin Kravets;,https://doi.org/10.1109/INFCOM.2012.6195523
infocom/infocom2012,2012,None,EleSense: Elevator-assisted wireless sensor data collection for high-rise structure monitoring.,Feng Wang;Dan Wang;Jiangchuan Liu;,https://doi.org/10.1109/INFCOM.2012.6195534
infocom/infocom2012,2012,None,Stochastic optimal multirate multicast in socially selfish wireless networks.,Hongxing Li;Chuan Wu;Zongpeng Li;Wei Huang;Francis C. M. Lau;,https://doi.org/10.1109/INFCOM.2012.6195545
infocom/infocom2012,2012,None,VDN: Virtual machine image distribution network for cloud data centers.,Chunyi Peng;Minkyong Kim;Zhe Zhang;Hui Lei;,https://doi.org/10.1109/INFCOM.2012.6195556
infocom/infocom2012,2012,None,Optimal bidding in spot instance market.,Yang Song;Murtaza Zafer;Kang-Won Lee;,https://doi.org/10.1109/INFCOM.2012.6195567
infocom/infocom2012,2012,None,CALMS: Cloud-assisted live media streaming for globalized demands with time/region diversities.,Feng Wang;Jiangchuan Liu;Minghua Chen;,https://doi.org/10.1109/INFCOM.2012.6195578
infocom/infocom2012,2012,None,SageShift: Managing SLAs for highly consolidated cloud.,Orathai Sukwong;Akkarit Sangpetch;Hyong S. Kim;,https://doi.org/10.1109/INFCOM.2012.6195591
infocom/infocom2012,2012,None,Minimum camera barrier coverage in wireless camera sensor networks.,Huan Ma;Meng Yang;Deying Li;Yi Hong;Wenping Chen;,https://doi.org/10.1109/INFCOM.2012.6195602
infocom/infocom2012,2012,None,A statistical approach for target counting in sensor-based surveillance systems.,Dengyuan Wu;Dechang Chen;Kai Xing;Xiuzhen Cheng;,https://doi.org/10.1109/INFCOM.2012.6195613
infocom/infocom2012,2012,None,A simpler and better design of error estimating coding.,Nan Hua;Ashwin Lall;Baochun Li;Jun (Jim) Xu;,https://doi.org/10.1109/INFCOM.2012.6195624
infocom/infocom2012,2012,None,Strategizing surveillance for resource-constrained event monitoring.,Xi Fang;Dejun Yang;Guoliang Xue;,https://doi.org/10.1109/INFCOM.2012.6195635
infocom/infocom2012,2012,None,"Multicast capacity, delay and delay jitter in intermittently connected mobile networks.",Jiajia Liu;Xiaohong Jiang;Hiroki Nishiyama;Nei Kato;,https://doi.org/10.1109/INFCOM.2012.6195648
infocom/infocom2012,2012,None,Cooperative topology control with adaptation for improved lifetime in wireless ad hoc networks.,Xiaoyu Chu;Harish Sethu;,https://doi.org/10.1109/INFCOM.2012.6195667
infocom/infocom2012,2012,None,Multicast capacity in mobile wireless ad hoc network with infrastructure support.,Xi Chen;Wentao Huang;Xinbing Wang;Xiaojun Lin;,https://doi.org/10.1109/INFCOM.2012.6195686
infocom/infocom2012,2012,None,Resource allocation in load-constrained multihopwireless networks.,Xi Fang;Dejun Yang;Guoliang Xue;,https://doi.org/10.1109/INFCOM.2012.6195705
infocom/infocom2012,2012,None,What details are needed for wireless simulations? - A study of a site-specific indoor wireless model.,Mustafa Al-Bado;Cigdem Sengul;Ruben Merz;,https://doi.org/10.1109/INFCOM.2012.6195724
infocom/infocom2012,2012,None,TurfCast: A service for controlling information dissemination in wireless networks.,Xinfeng Li;Jin Teng;Boying Zhang;Adam C. Champion;Dong Xuan;,https://doi.org/10.1109/INFCOM.2012.6195744
infocom/infocom2012,2012,None,A low-cost channel scheduling design for multi-hop handoff delay reduction in internet-based wireless mesh networks.,Haopeng Li;Jiang Xie;,https://doi.org/10.1109/INFCOM.2012.6195763
infocom/infocom2012,2012,None,Dynamic index coding for wireless broadcast networks.,Michael J. Neely;Arash Saber Tehrani;Zhen Zhang;,https://doi.org/10.1109/INFCOM.2012.6195768
infocom/infocom2012,2012,None,On benefits of network coding in bidirected networks and hyper-networks.,Xunrui Yin;Xin Wang;Jin Zhao;Xiangyang Xue;Zongpeng Li;,https://doi.org/10.1109/INFCOM.2012.6195769
infocom/infocom2012,2012,None,Cooperative multicasting in network-coding enabled multi-rate wireless relay networks.,Hsiao-Chen Lu;Wanjiun Liao;,https://doi.org/10.1109/INFCOM.2012.6195770
infocom/infocom2012,2012,None,On detecting pollution attacks in inter-session network coding.,Anh Le;Athina Markopoulou;,https://doi.org/10.1109/INFCOM.2012.6195771
infocom/infocom2012,2012,None,Optimal routing and scheduling for a simple network coding scheme.,Nathaniel M. Jones;Brooke Shrader;Eytan Modiano;,https://doi.org/10.1109/INFCOM.2012.6195772
infocom/infocom2012,2012,None,Robust multi-pipeline scheduling in low-duty-cycle wireless sensor networks.,Yongle Cao;Shuo Guo;Tian He;,https://doi.org/10.1109/INFCOM.2012.6195773
infocom/infocom2012,2012,None,On capacity of magnetic induction-based wireless underground sensor networks.,Zhi Sun;Ian F. Akyildiz;,https://doi.org/10.1109/INFCOM.2012.6195774
infocom/infocom2012,2012,None,A simple asymptotically optimal energy allocation and routing scheme in rechargeable sensor networks.,Shengbo Chen;Prasun Sinha;Ness B. Shroff;Changhee Joo;,https://doi.org/10.1109/INFCOM.2012.6195775
infocom/infocom2012,2012,None,Exploiting prediction to enable Secure and Reliable routing in Wireless Body Area Networks.,Xiaohui Liang;Xu Li;Qinghua Shen;Rongxing Lu;Xiaodong Lin;Xuemin Shen;Weihua Zhuang;,https://doi.org/10.1109/INFCOM.2012.6195777
infocom/infocom2012,2012,None,Application-aware MIMO Video Rate Adaptation.,Sobia Jangsher;Syed Ali Khayam;Qasim M. Chaudhari;,https://doi.org/10.1109/INFCOM.2012.6195778
infocom/infocom2012,2012,None,On the effect of channel fading on greedy scheduling.,Aneesh Reddy;Sujay Sanghavi;Sanjay Shakkottai;,https://doi.org/10.1109/INFCOM.2012.6195779
infocom/infocom2012,2012,None,Maximizing capacity with power control under physical interference model in duplex mode.,Peng-Jun Wan;Dechang Chen;Guojun Dai;Zhu Wang;F. Frances Yao;,https://doi.org/10.1109/INFCOM.2012.6195780
infocom/infocom2012,2012,None,Squeezing the most out of interference: An optimization framework for joint interference exploitation and avoidance.,Canming Jiang;Yi Shi;Y. Thomas Hou;Wenjing Lou;Sastry Kompella;Scott F. Midkiff;,https://doi.org/10.1109/INFCOM.2012.6195781
infocom/infocom2012,2012,None,Intra-cloud lightning: Building CDNs in the cloud.,Fangfei Chen;Katherine Guo;John Lin;Thomas F. La Porta;,https://doi.org/10.1109/INFCOM.2012.6195782
infocom/infocom2012,2012,None,Measurement and utilization of customer-provided resources for cloud computing.,Haiyang Wang;Feng Wang;Jiangchuan Liu;Justin Groen;,https://doi.org/10.1109/INFCOM.2012.6195783
infocom/infocom2012,2012,None,Achieving usable and privacy-assured similarity search over outsourced cloud data.,Cong Wang;Kui Ren;Shucheng Yu;Karthik Mahendra Raje Urs;,https://doi.org/10.1109/INFCOM.2012.6195784
infocom/infocom2012,2012,None,Quality-assured cloud bandwidth auto-scaling for video-on-demand applications.,Di Niu;Hong Xu;Baochun Li;Shuqiao Zhao;,https://doi.org/10.1109/INFCOM.2012.6195785
infocom/infocom2012,2012,None,Inter-Call Mobility model: A spatio-temporal refinement of Call Data Records using a Gaussian mixture model.,Michal Ficek;Lukas Kencl;,https://doi.org/10.1109/INFCOM.2012.6195786
infocom/infocom2012,2012,None,Expected loss bounds for authentication in constrained channels.,Christos Dimitrakakis;Aikaterini Mitrokotsa;Serge Vaudenay;,https://doi.org/10.1109/INFCOM.2012.6195788
infocom/infocom2012,2012,None,Location Aware Peak Value Queries in sensor networks.,Siyao Cheng;Jianzhong Li;Lei Yu;,https://doi.org/10.1109/INFCOM.2012.6195789
infocom/infocom2012,2012,None,Traffic clustering and online traffic prediction in vehicle networks: A social influence perspective.,Bowu Zhang;Kai Xing;Xiuzhen Cheng;Liusheng Huang;Rongfang Bie;,https://doi.org/10.1109/INFCOM.2012.6195790
infocom/infocom2012,2012,None,Minimizing data collection latency in wireless sensor network with multiple mobile elements.,Donghyun Kim;Baraki H. Abay;R. N. Uma;Weili Wu;Wei Wang;Alade O. Tokuta;,https://doi.org/10.1109/INFCOM.2012.6195791
infocom/infocom2012,2012,None,Percolation and connectivity on the signal to interference ratio graph.,Rahul Vaze;,https://doi.org/10.1109/INFCOM.2012.6195792
infocom/infocom2012,2012,None,Impact of directional transmission in large-scale multi-hop wireless ad hoc networks.,Chi-Kin Chau;Richard J. Gibbens;Don Towsley;,https://doi.org/10.1109/INFCOM.2012.6195793
infocom/infocom2012,2012,None,Asymptotic laws for content replication and delivery in wireless networks.,Savvas Gitzenis;Georgios S. Paschos;Leandros Tassiulas;,https://doi.org/10.1109/INFCOM.2012.6195794
infocom/infocom2012,2012,None,Distributed Opportunistic Scheduling: A control theoretic approach.,Andres Garcia-Saavedra;Albert Banchs;Pablo Serrano;Joerg Widmer;,https://doi.org/10.1109/INFCOM.2012.6195795
infocom/infocom2012,2012,None,Use your frequency wisely: Explore frequency domain for channel contention and ACK.,Xiaojun Feng;Jin Zhang;Qian Zhang;Bo Li;,https://doi.org/10.1109/INFCOM.2012.6195796
infocom/infocom2012,2012,None,RxIP: Monitoring the health of home wireless networks.,Justin Manweiler;Peter Franklin;Romit Roy Choudhury;,https://doi.org/10.1109/INFCOM.2012.6195797
infocom/infocom2012,2012,None,Jointly optimizing multi-user rate adaptation for video transport over wireless systems: Mean-fairness-variability tradeoffs.,Vinay Joseph;Gustavo de Veciana;,https://doi.org/10.1109/INFCOM.2012.6195799
infocom/infocom2012,2012,None,Evaluating service disciplines for mobile elements in wireless ad hoc sensor networks.,Liang He;Zhe Yang;Jianping Pan;Lin Cai;Jingdong Xu;,https://doi.org/10.1109/INFCOM.2012.6195800
infocom/infocom2012,2012,None,Di-Sec: A distributed security framework for heterogeneous Wireless Sensor Networks.,Marco Valero;Sang Shin Jung;A. Selcuk Uluagac;Yingshu Li;Raheem A. Beyah;,https://doi.org/10.1109/INFCOM.2012.6195801
infocom/infocom2012,2012,None,A binary-classification-tree based framework for distributed target classification in multimedia sensor networks.,Liang Liu;Anlong Ming;Huadong Ma;Xi Zhang;,https://doi.org/10.1109/INFCOM.2012.6195802
infocom/infocom2012,2012,None,Data gathering in wireless sensor networks through intelligent compressive sensing.,Jin Wang;Shaojie Tang;Baocai Yin;Xiang-Yang Li;,https://doi.org/10.1109/INFCOM.2012.6195803
infocom/infocom2012,2012,None,Maximizing profit on user-generated content platforms with heterogeneous participants.,Shaolei Ren;Jaeok Park;Mihaela van der Schaar;,https://doi.org/10.1109/INFCOM.2012.6195804
infocom/infocom2012,2012,None,Profiling Skype video calls: Rate control and video quality.,Xinggong Zhang;Yang Xu;Hao Hu;Yong Liu;Zongming Guo;Yao Wang;,https://doi.org/10.1109/INFCOM.2012.6195805
infocom/infocom2012,2012,None,Fully decentralized estimation of some global properties of a network.,Antonio Carzaniga;Cyrus P. Hall;Michele Papalini;,https://doi.org/10.1109/INFCOM.2012.6195806
infocom/infocom2012,2012,None,Optimal resource allocation to defend against deliberate attacks in networking infrastructures.,Xun Xiao;Minming Li;Jianping Wang;Chunming Qiao;,https://doi.org/10.1109/INFCOM.2012.6195807
infocom/infocom2012,2012,None,Optimal max-min fairness rate control in wireless networks: Perron-Frobenius characterization and algorithms.,Desmond W. H. Cai;Chee Wei Tan;Steven H. Low;,https://doi.org/10.1109/INFCOM.2012.6195808
infocom/infocom2012,2012,None,"Jointly optimal bit loading, channel pairing and power allocation for multi-channel relaying.",Mahdi Hajiaghayi;Min Dong;Ben Liang;,https://doi.org/10.1109/INFCOM.2012.6195810
infocom/infocom2012,2012,None,Dynamic spectrum access as a service.,Chunsheng Xin;Min Song;,https://doi.org/10.1109/INFCOM.2012.6195811
infocom/infocom2012,2012,None,Equilibrium selection in power control games on the interference channel.,Gesualdo Scutari;Francisco Facchinei;Jong-Shi Pang;Lorenzo Lampariello;,https://doi.org/10.1109/INFCOM.2012.6195812
infocom/infocom2012,2012,None,Scaling social media applications into geo-distributed clouds.,Yu Wu;Chuan Wu;Bo Li;Linquan Zhang;Zongpeng Li;Francis C. M. Lau;,https://doi.org/10.1109/INFCOM.2012.6195813
infocom/infocom2012,2012,None,LT codes-based secure and reliable cloud storage service.,Ning Cao;Shucheng Yu;Zhenyu Yang;Wenjing Lou;Y. Thomas Hou;,https://doi.org/10.1109/INFCOM.2012.6195814
infocom/infocom2012,2012,None,Stochastic models of load balancing and scheduling in cloud computing clusters.,Siva Theja Maguluri;R. Srikant;Lei Ying;,https://doi.org/10.1109/INFCOM.2012.6195815
infocom/infocom2012,2012,None,A theory of cloud bandwidth pricing for video-on-demand providers.,Di Niu;Chen Feng;Baochun Li;,https://doi.org/10.1109/INFCOM.2012.6195816
infocom/infocom2012,2012,None,STROBE: Actively securing wireless communications using Zero-Forcing Beamforming.,Narendra Anand;Sung-Ju Lee;Edward W. Knightly;,https://doi.org/10.1109/INFCOM.2012.6195817
infocom/infocom2012,2012,None,Location privacy preservation in collaborative spectrum sensing.,Shuai Li;Haojin Zhu;Zhaoyu Gao;Xinping Guan;Kai Xing;Xuemin Shen;,https://doi.org/10.1109/INFCOM.2012.6195818
infocom/infocom2012,2012,None,Joint UFH and power control for effective wireless anti-jamming communication.,Kaihe Xu;Qian Wang;Kui Ren;,https://doi.org/10.1109/INFCOM.2012.6195819
infocom/infocom2012,2012,None,Detection of channel degradation attack by Intermediary Node in Linear Networks.,Eric Graves;Tan F. Wong;,https://doi.org/10.1109/INFCOM.2012.6195821
infocom/infocom2012,2012,None,Motioncast with general Markovian mobility.,Shangxing Wang;Youyun Xu;Xinbing Wang;,https://doi.org/10.1109/INFCOM.2012.6195822
infocom/infocom2012,2012,None,On the throughput-delay trade-off in georouting networks.,Philippe Jacquet;Salman Malik;Bernard Mans;Alonso Silva;,https://doi.org/10.1109/INFCOM.2012.6195823
infocom/infocom2012,2012,None,Toward simple criteria to establish capacity scaling laws for wireless networks.,Canming Jiang;Yi Shi;Y. Thomas Hou;Wenjing Lou;Sastry Kompella;Scott F. Midkiff;,https://doi.org/10.1109/INFCOM.2012.6195824
infocom/infocom2012,2012,None,Asymmetric topology control: Exact solutions and fast approximations.,Gruia Calinescu;Kan Qiao;,https://doi.org/10.1109/INFCOM.2012.6195825
infocom/infocom2012,2012,None,Sherlock is around: Detecting network failures with local evidence fusion.,Qiang Ma;Kebin Liu;Xin Miao;Yunhao Liu;,https://doi.org/10.1109/INFCOM.2012.6195826
infocom/infocom2012,2012,None,Towards energy-fairness in asynchronous duty-cycling sensor networks.,Zhenjiang Li;Mo Li;Yunhao Liu;,https://doi.org/10.1109/INFCOM.2012.6195827
infocom/infocom2012,2012,None,Distributed node placement algorithms for constructing well-connected sensor networks.,Arthur J. Friend;Vahideh H. Manshadi;Amin Saberi;,https://doi.org/10.1109/INFCOM.2012.6195828
infocom/infocom2012,2012,None,Cost-effective barrier coverage by mobile sensor networks.,Shibo He;Jiming Chen;Xu Li;Xuemin Shen;Youxian Sun;,https://doi.org/10.1109/INFCOM.2012.6195829
infocom/infocom2012,2012,None,How to split a flow?,Tzvika Hartman;Avinatan Hassidim;Haim Kaplan;Danny Raz;Michal Segalov;,https://doi.org/10.1109/INFCOM.2012.6195830
infocom/infocom2012,2012,None,Upward Max Min Fairness.,Emilie Danna;Avinatan Hassidim;Haim Kaplan;Alok Kumar;Yishay Mansour;Danny Raz;Michal Segalov;,https://doi.org/10.1109/INFCOM.2012.6195832
infocom/infocom2012,2012,None,A practical algorithm for balancing the max-min fairness and throughput objectives in traffic engineering.,Emilie Danna;Subhasree Mandal;Arjun Singh;,https://doi.org/10.1109/INFCOM.2012.6195833
infocom/infocom2012,2012,None,Wireless capacity and admission control in cognitive radio.,Magnús M. Halldórsson;Pradipta Mitra;,https://doi.org/10.1109/INFCOM.2012.6195834
infocom/infocom2012,2012,None,Full/half duplex based resource allocations for statistical quality of service provisioning in wireless relay networks.,Wenchi Cheng;Xi Zhang;Hailin Zhang;,https://doi.org/10.1109/INFCOM.2012.6195835
infocom/infocom2012,2012,None,Truthful spectrum auction design for secondary networks.,Yuefei Zhu;Baochun Li;Zongpeng Li;,https://doi.org/10.1109/INFCOM.2012.6195836
infocom/infocom2012,2012,None,Channel allocation in non-cooperative multi-radio multi-channel wireless networks.,Dejun Yang;Xi Fang;Guoliang Xue;,https://doi.org/10.1109/INFCOM.2012.6195837
infocom/infocom2012,2012,None,Efficient data retrieval scheduling for multi-channel wireless data broadcast.,Zaixin Lu;Yan Shi;Weili Wu;Bin Fu;,https://doi.org/10.1109/INFCOM.2012.6195838
infocom/infocom2012,2012,None,Vulnerability and protection for distributed consensus-based spectrum sensing in cognitive radio networks.,Qiben Yan;Ming Li;Tingting Jiang;Wenjing Lou;Y. Thomas Hou;,https://doi.org/10.1109/INFCOM.2012.6195839
infocom/infocom2012,2012,None,BitTrickle: Defending against broadband and high-power reactive jamming attacks.,Yao Liu;Peng Ning;,https://doi.org/10.1109/INFCOM.2012.6195840
infocom/infocom2012,2012,None,A formal analysis of IEEE 802.11w deadlock vulnerabilities.,Martin Eian;Stig Fr. Mjølsnes;,https://doi.org/10.1109/INFCOM.2012.6195841
infocom/infocom2012,2012,None,Collaborative secret key extraction leveraging Received Signal Strength in mobile wireless networks.,Hongbo Liu;Jie Yang;Yan Wang;Yingying Chen;,https://doi.org/10.1109/INFCOM.2012.6195843
infocom/infocom2012,2012,None,When cloud meets eBay: Towards effective pricing for cloud computing.,Qian Wang;Kui Ren;Xiaoqiao Meng;,https://doi.org/10.1109/INFCOM.2012.6195844
infocom/infocom2012,2012,None,ThinkAir: Dynamic resource allocation and parallel execution in the cloud for mobile code offloading.,Sokol Kosta;Andrius Aucinas;Pan Hui;Richard Mortier;Xinwen Zhang;,https://doi.org/10.1109/INFCOM.2012.6195845
infocom/infocom2012,2012,None,Energy-aware load balancing in content delivery networks.,Vimal Mathew;Ramesh K. Sitaraman;Prashant J. Shenoy;,https://doi.org/10.1109/INFCOM.2012.6195846
infocom/infocom2012,2012,None,Network aware resource allocation in distributed clouds.,Mansoor Alicherry;T. V. Lakshman;,https://doi.org/10.1109/INFCOM.2012.6195847
infocom/infocom2012,2012,None,Traffic-aware multiple mix zone placement for protecting location privacy.,Xinxin Liu;Han Zhao;Miao Pan;Hao Yue;Xiaolin Li;Yuguang Fang;,https://doi.org/10.1109/INFCOM.2012.6195848
infocom/infocom2012,2012,None,On the design of scheduling algorithms for end-to-end backlog minimization in multi-hop wireless networks.,Shizhen Zhao;Xiaojun Lin;,https://doi.org/10.1109/INFCOM.2012.6195849
infocom/infocom2012,2012,None,Scheduling in networks with time-varying channels and reconfiguration delay.,Guner D. Celik;Eytan Modiano;,https://doi.org/10.1109/INFCOM.2012.6195850
infocom/infocom2012,2012,None,On sample-path optimal dynamic scheduling for sum-queue minimization in trees under the K-hop interference model.,Srikanth Hariharan;Ness B. Shroff;,https://doi.org/10.1109/INFCOM.2012.6195851
infocom/infocom2012,2012,None,Efficient algorithms for sensor deployment and routing in sensor networks for network-structured environment monitoring.,Shuguang Xiong;Lei Yu;Haiying Shen;Chen Wang;Wei Lu;,https://doi.org/10.1109/INFCOM.2012.6195455
infocom/infocom2012,2012,None,Environment-aware clock skew estimation and synchronization for wireless sensor networks.,Zhe Yang;Lin Cai;Yu Liu;Jianping Pan;,https://doi.org/10.1109/INFCOM.2012.6195457
infocom/infocom2012,2012,None,Locating sensors in the forest: A case study in GreenOrbs.,Cheng Bo;Danping Ren;Shaojie Tang;Xiang-Yang Li;XuFei Mao;Qiuyuan Huang;Lufeng Mo;Zhiping Jiang;Yongmei Sun;Yunhao Liu;,https://doi.org/10.1109/INFCOM.2012.6195458
infocom/infocom2012,2012,None,Snapshot/Continuous Data Collection capacity for large-scale probabilistic Wireless Sensor Networks.,Shouling Ji;Raheem A. Beyah;Zhipeng Cai;,https://doi.org/10.1109/INFCOM.2012.6195459
infocom/infocom2012,2012,None,Mitigating timing based information leakage in shared schedulers.,Sachin Kadloor;Negar Kiyavash;Parv Venkitasubramaniam;,https://doi.org/10.1109/INFCOM.2012.6195460
infocom/infocom2012,2012,None,Fair background data transfers of minimal delay impact.,Costas Courcoubetis;Antonis Dimakis;,https://doi.org/10.1109/INFCOM.2012.6195461
infocom/infocom2012,2012,None,Optimal scheduling policies with mutual information accumulation in wireless networks.,Jing Yang;Yanpei Liu;Stark C. Draper;,https://doi.org/10.1109/INFCOM.2012.6195462
infocom/infocom2012,2012,None,Low-delay wireless scheduling with partial channel-state information.,Aditya Gopalan;Constantine Caramanis;Sanjay Shakkottai;,https://doi.org/10.1109/INFCOM.2012.6195463
infocom/infocom2012,2012,None,Adaptive resource scheduling in wireless OFDMA relay networks.,Karthikeyan Sundaresan;Sampath Rangarajan;,https://doi.org/10.1109/INFCOM.2012.6195464
infocom/infocom2012,2012,None,Performance bounds and associated design principles for multi-cellular wireless OFDMA systems.,Rohit Aggarwal;Can Emre Koksal;Philip Schniter;,https://doi.org/10.1109/INFCOM.2012.6195465
infocom/infocom2012,2012,None,Queue-based sub-carrier grouping for feedback reduction in OFDMA systems.,Harish Ganapathy;Constantine Caramanis;,https://doi.org/10.1109/INFCOM.2012.6195466
infocom/infocom2012,2012,None,FemtoCaching: Wireless video content delivery through distributed caching helpers.,Negin Golrezaei;Karthikeyan Shanmugam;Alexandros G. Dimakis;Andreas F. Molisch;Giuseppe Caire;,https://doi.org/10.1109/INFCOM.2012.6195469
infocom/infocom2012,2012,None,REWIRE: An optimization-based framework for unstructured data center network design.,Andrew R. Curtis;Tommy Carpenter;Mustafa Elsheikh;Alejandro López-Ortiz;Srinivasan Keshav;,https://doi.org/10.1109/INFCOM.2012.6195470
infocom/infocom2012,2012,None,CARPO: Correlation-aware power optimization in data center networks.,Xiaodong Wang;Yanjun Yao;Xiaorui Wang;Kefa Lu;Qing Cao;,https://doi.org/10.1109/INFCOM.2012.6195471
infocom/infocom2012,2012,None,Bargaining towards maximized resource utilization in video streaming datacenters.,Yuan Feng;Baochun Li;Bo Li;,https://doi.org/10.1109/INFCOM.2012.6195472
infocom/infocom2012,2012,None,Joint scheduling of processing and Shuffle phases in MapReduce systems.,Fangfei Chen;Murali S. Kodialam;T. V. Lakshman;,https://doi.org/10.1109/INFCOM.2012.6195473
infocom/infocom2012,2012,None,Secret communication in large wireless networks without eavesdropper location information.,Cagatay Capar;Dennis Goeckel;Benyuan Liu;Don Towsley;,https://doi.org/10.1109/INFCOM.2012.6195474
infocom/infocom2012,2012,None,Detection and prevention of SIP flooding attacks in voice over IP networks.,Jin Tang;Yu Cheng;Yong Hao;,https://doi.org/10.1109/INFCOM.2012.6195475
infocom/infocom2012,2012,None,Secure top-k query processing via untrusted location-based service providers.,Rui Zhang;Yanchao Zhang;Chi Zhang;,https://doi.org/10.1109/INFCOM.2012.6195476
infocom/infocom2012,2012,None,Physical layer security from inter-session interference in large wireless networks.,Azadeh Sheikholeslami;Dennis Goeckel;Hossein Pishro-Nik;Don Towsley;,https://doi.org/10.1109/INFCOM.2012.6195477
infocom/infocom2012,2012,None,A novel multi-tariff charging method for next generation Multicast and Broadcast Service.,Sok-Ian Sou;Phone Lin;Ssu-Shih Chen;Jeu-Yih Jeng;,https://doi.org/10.1109/INFCOM.2012.6195478
infocom/infocom2012,2012,None,"GENESIS: An agent-based model of interdomain network formation, traffic flow and economics.",Aemen Lodhi;Amogh Dhamdhere;Constantine Dovrolis;,https://doi.org/10.1109/INFCOM.2012.6195480
infocom/infocom2012,2012,None,Multi-resource allocation: Fairness-efficiency tradeoffs in a unifying framework.,Carlee Joe-Wong;Soumya Sen;Tian Lan;Mung Chiang;,https://doi.org/10.1109/INFCOM.2012.6195481
infocom/infocom2012,2012,None,Spectrum leasing to femto service provider with hybrid access.,Youwen Yi;Jin Zhang;Qian Zhang;Tao Jiang;,https://doi.org/10.1109/INFCOM.2012.6195482
infocom/infocom2012,2012,None,Asymptotically optimal downlink scheduling over Markovian fading channels.,Wenzhuo Ouyang;Atilla Eryilmaz;Ness B. Shroff;,https://doi.org/10.1109/INFCOM.2012.6195483
infocom/infocom2012,2012,None,HOSA: Holistic scheduling and analysis for scalable fault-tolerant FlexRay design.,Yu Hua;Xue Liu;Wenbo He;,https://doi.org/10.1109/INFCOM.2012.6195484
